title	description	url	publishedAt	keyword
‘Five Nights at Freddy’s’ Beats Opening Weekend Ticket Sales for ‘Oppenheimer’ and ‘Taylor Swift: The Eras Tour’	"""The Holdovers"" and ""Priscilla"" both show initial promise in platform debuts, but with $78 million ""Freddy's"" is an ""Easy Rider"" moment for Gen Z."	https://www.indiewire.com/news/box-office/five-nights-at-freddys-box-office-history-with-78-million-1234921169/	2023-10-29T18:18:18Z	['anatomy_of_a_fall', 'oppenheimer']
2023 Gotham Awards Nominate ‘Passages,’ ‘Barbie,’ and More	The 33rd annual Gotham Awards will take place November 27 in New York City.	https://www.indiewire.com/awards/results/2023-gotham-award-nominees-1234919477/	2023-10-24T16:10:11Z	['anatomy_of_a_fall', 'barbie_movie']
"Monarch: Legacy of Monsters Releases New ""Monsterverse"" Map Clue"	As much as another month might seem like forever, we're kinda glad that Apple TV+ & Legendary Television's Godzilla-starring live-action series Monarch: Legacy of Monsters isn't dropping until next month. Because it appears we're going to need as much time as…	https://bleedingcool.com/tv/monarch-legacy-of-monsters-releases-new-monsterverse-map-clue/	2023-10-19T01:37:08Z	['transformers']
VFX Supervisor and Academy Award Nominee Gary Brozenich Joins Framestore London	"From the release: Global visual effects studio Framestore, today announces the appointment of international production supervisor Gary Brozenich. [Watch]
The post VFX Supervisor and Academy Award Nominee Gary Brozenich Joins Framestore London appeared first o…"	https://www.stashmedia.tv/vfx-supervisor-and-academy-award-nominee-gary-brozenich-joins-framestore-london/	2023-10-21T18:48:40Z	['transformers']
Zach Elliot and Delta Airlines: Pete Davidson's SNL Skit Explained	Pete Davidson starred in a bizarre sketch about the Delta Airlines flight grounded by a sick passenger	https://www.newsweek.com/zach-elliot-delta-airlines-pete-davidson-snl-skit-explained-1835071	2023-10-16T17:53:26Z	['transformers']
Best Buy Early Black Friday Sale Is Live, And Amazon Is Matching Some Of The Best Deals	The annual Black Friday sale kicks off in just a few weeks, but Best Buy isn't waiting until then. Instead, the retail giant's Black Friday Early Access sale is live for My Best Buy Plus and Total members and ends October 29. Starting October 30, the sale wil…	https://www.gamespot.com/gallery/best-buy-early-black-friday-sale-is-live-and-amazon-is-matching-some-of-the-best-deals/2900-4920/	2023-10-27T19:38:00Z	['transformers']
10 Sci-Fi Franchises That Peaked With The Very First Movie	Numerous incredible science-fiction franchises have produced sequels that could not recapture the first movie’s brilliance and effectiveness.	https://screenrant.com/sci-fi-movie-franchises-peaked-first-film/	2023-11-14T00:00:19Z	['transformers']
The Marvels Bombs in China as Superhero Fatigue Deepens	The Marvel Studios sequel, which cost $200 million to make, lost its opening weekend in China to a holdover local crime thriller.	https://www.hollywoodreporter.com/movies/movie-news/china-the-marvels-bombs-superhero-fatigue-1235645155/	2023-11-13T03:38:27Z	['transformers']
Trans representation in movies isn’t great — but in 2023, I feel more seen than ever	Trans characters are rare in studio movies, but art is made for interpretation and ownership. 2023’s Barbie, Suzume, and Nimona made one trans writer feel seen.	https://www.polygon.com/23924707/trans-representation-2023-movies-across-the-spider-verse-barbie-personal-essay	2023-10-23T15:00:00Z	['transformers']
Watch Beyoncé’s Trailer For The Renaissance Concert Film	Taylor Swift’s Eras Tour concert film opened in theaters about a month ago, and today, it’s earned about $231 million at the global box office. Right now, it’s the 12th-highest-grossing movie of the year — right above Transformers: Rise Of The Beasts and righ…	https://www.stereogum.com/2242111/watch-beyonces-trailer-for-the-renaissance-concert-film/news/	2023-11-09T14:58:12Z	['transformers']
Transformers 8 Must Avoid The Biggest Unicron Mistake From Last 2 Appearances	Two films in the Transformers live-action franchise have already made the same Unicron mistake but Transformers 8 can finally rectify things for good.	https://screenrant.com/transformers-8-unicron-role-bigger/	2023-10-22T00:30:17Z	['transformers']
Monarch: Legacy of Monsters BTS Look: Godzilla's Got Its Eye On You	"With today being ""Godzilla Day,"" what better time to release a new look at Apple TV+ & Legendary Television's Godzilla-starring live-action series Monarch: Legacy of Monsters – right? Apparently, the streaming service thought so because we're getting a look i…"	https://bleedingcool.com/tv/monarch-legacy-of-monsters-bts-look-godzillas-got-its-eye-on-you/	2023-11-03T16:37:08Z	['transformers']
The Marvels' cosmic connections: Who's the new villain and why does she hate Captain Marvel?	While Marvel Studios has been keeping plenty under wraps about the Captain Marvel sequel The Marvels, there are a few things we either know or can anticipate about the film. For instance, fans have already met the three heroes who are teaming up for this stor…	https://www.avclub.com/the-marvels-movie-dar-benn-villain-explained-1851005710	2023-11-09T14:00:00Z	['the_marvels']
Marvel’s Spider-Man 2 review: A more Venom-ous bite	Marvel's Spider-Man 2 delivers an excellent expansion of New York City with room for two Spiders --though it does have its shortcomings.	https://venturebeat.com/games/marvels-spider-man-2-review-a-more-venom-ous-bite/	2023-10-17T22:04:18Z	['the_marvels']
PlayStation x UEFA Champions League Extraordinary Drama Trailer	Ellie and Joel, from The Last of Us, race down the tunnel to deliver the match ball in time for kick off. Astro boosts his way to the center circle to collect the referee’s coin toss. God of War’s Kratos and Atreus are leading fans with a mighty blow of the G…	https://www.gamespot.com/videos/playstation-x-uefa-champions-league-extraordinary-drama-trailer/2300-6462700/	2023-10-24T14:56:00Z	['the_marvels']
Marvel’s Spider-Man 2 Photo Mode features detailed: tips to get started	We’re a scant two days away from Marvel’s Spider-Man 2’s launch. Soon we can delve into the next chapter of Peter and Miles’ story. Get to grips with the awesome power of the black suit. Encounter new foes and test new abilities. And for some (including mysel…	https://blog.playstation.com/2023/10/19/marvels-spider-man-2-photo-mode-features-detailed-tips-to-get-started/	2023-10-19T14:00:12Z	['the_marvels']
Here Are All The MCU Titles In Chronological Order, Because This Timeline Is Getting Confusing	This is the order to watch them in until Kevin Feige calls to tell me otherwise.View Entire Post ›	https://www.buzzfeed.com/evelinamedina/mcu-chronological-order	2023-10-18T13:16:02Z	['the_marvels']
Here are all the MCU movies and shows you need to watch before The Marvels	Need a crash course on what's happening at Marvel before The Marvels? Then check out these MCU movies and shows so you can be ready for Captain Marvel's sequel.	https://www.digitaltrends.com/movies/here-are-all-the-mcu-movies-and-shows-you-need-to-watch-before-the-marvels/	2023-11-09T20:30:01Z	['the_marvels']
Ya conocemos todos los nominados de The Game Awards 2023 (y hay malas noticias para Bethesda y ‘Starfield’)	El 7 de diciembre se celebrará en Los Ángeles la décima edición de The Game Awards. Como cada año por estas fechas, la organización del evento ha anunciado los nominados. En la lista encontramos títulos como ‘Alan Wake 2’ y ‘Baldur's Gate 3’, que recibieron l…	https://www.xataka.com/videojuegos/conocemos-todos-nominados-the-game-awards-2023-hay-malas-noticias-para-bethesda-starfield	2023-11-13T20:10:16Z	['the_marvels']
7 best cosmic Marvel characters ever, ranked	There are more heroes in space than The Marvels. Let's dive into the seven best cosmic Marvel characters, most of whom aren't in the MCU!	https://www.digitaltrends.com/movies/7-best-cosmic-marvel-characters-ranked/	2023-11-11T13:00:18Z	['the_marvels']
The Marvels review: the MCU’s shortest film is its biggest mess	Captain Marvel teams up with two Disney+ B-listers for the surprisingly shoddy MCU adventure The Marvels.	https://www.digitaltrends.com/movies/marvels-movie-review/	2023-11-10T18:01:02Z	['the_marvels']
The Marvels director Nia DeCosta addresses report about leaving post-production	Marvel may have a lot of issues to sort through right now, but none of them are Nia DeCosta’s fault. Concerns about how her film The Marvels will perform amid a reportedly confusing storyline and “lengthy” reshoots have plagued the film; further, Variety repo…	https://www.avclub.com/the-marvels-nia-decosta-addresses-mcu-chaos-report-1850995324	2023-11-06T17:30:12Z	['the_marvels']
All the ways Insomniac Games is teasing the next Spider-Man game in Spider-Man 2	Insomniac’s Spider-Man 2 is packed with different teases to hype fans up for the future. Let’s unpack these comic book Easter eggs for Venom, Doc Ock, and more.	https://www.polygon.com/23933808/spider-man-2-ending-easter-egg-sequel-spinoff-teases	2023-10-28T16:00:00Z	['the_marvels']
The Marvels' Nia DaCosta Explains Why She Made a Family-Powered Movie	"Image: Marvel Studios
Marvel Studios is tapping into the majorly cosmic powers of Captain Marvel, Carol Danvers (Brie Larson); Ms. Marvel, Kamala Khan (Iman Vellani); and Photon, Monica Rambeau (Teyonah Parris) by fueling them with the power of family.In a s…"	https://gizmodo.com/interview-nia-dacosta-the-marvels-centers-family-mcu-1850996502	2023-11-07T16:30:00Z	['the_marvels']
The Marvels Credit Scene (And That Surprise Character Cameo) Explained	Stay in your seat when the credits start rolling on The Marvels, because the post-credits scene teases a major shake-up for the MCU.	https://www.slashfilm.com/1442608/the-marvels-post-credits-scene-explained/	2023-11-09T23:00:00Z	['the_marvels']
Spider-Man 2's Stealth Missions Turned Mary Jane Into John Wick	Marvel’s Spider-Man 2 sees the return of Mary Jane Watson’s dreaded stealth missions from the first game. However, this time out developer Insomniac Games upgraded MJ’s combat abilities to the point where she might as well be in a different video game with ho…	https://kotaku.com/spiderman-2-mary-jane-watson-stealth-mission-ps5-1850958450	2023-10-25T17:30:00Z	['the_marvels']
Marvel quietly admits there’s too much MCU homework	Echo, the forthcoming Daredevil and Hawekeye spinoff, will be the first Marvel Spotlight show, a new branding meant to highlight standalone stories.	https://www.polygon.com/23948889/marvel-spotlight-mcu-echo-standalone-too-many-movies-man	2023-11-06T20:06:46Z	['the_marvels']
Marvel’s Spider-Man 2 Soundtrack Listening Party streaming Nov 2	We’re still swinging, soaring, and flying high after the recent release of the critically acclaimed Marvel’s Spider-Man 2. To keep the celebration going, PlayStation Studios Music is joining forces with Marvel Games, Insomniac Games, and Disney Music Group to…	https://blog.playstation.com/2023/10/30/marvels-spider-man-2-soundtrack-listening-party-streaming-nov-2/	2023-10-30T17:00:27Z	['the_marvels']
The Marvels' First Clip Is a Body Swapping Brawl	It’s hard to imagine that the next Marvel movie is out in just a few weeks, but here we are—The Marvels is set to fly into cinemas November 10 and we’re only just getting our first extended look at the film. At least it’s a pretty fun one?Read more...	https://gizmodo.com/the-marvels-first-clip-brie-larson-iman-vellani-mcu-1850976400	2023-10-31T15:00:00Z	['the_marvels']
What went wrong with The Marvels? 5 reasons why the MCU is in trouble	After a disastrous opening reception, many are asking this question: What went wrong with The Marvels? Here are 5 reasons why the latest MCU movie flopped.	https://www.digitaltrends.com/movies/what-went-wrong-with-the-marvels-five-reasons-why-the-mcu-is-in-trouble/	2023-11-11T18:15:04Z	['the_marvels']
Five Nights at Freddy's Scares Up a Massive Box Office	Horror movies usually hit big no matter when you release them, but October can help them do especially well. Almost every year, there’s a particular movie that outpaces all the rest, and for 2023, that distinction goes to the newly released Five Nights at Fre…	https://gizmodo.com/five-nights-at-freddys-box-office-1850971093	2023-10-29T20:00:00Z	['the_marvels']
The Marvels Heads For $47-52 Million Opening Weekend, A Historic Low For The MCU	The Marvels is projected to set an unenviable record for the Marvel Cinematic Universe, with the lowest opening weekend in the franchise&amp;#39;s history.	https://www.slashfilm.com/1444499/the-marvels-box-office-opening-weekend-lowest-mcu/	2023-11-11T17:10:40Z	['the_marvels']
Don't Feed The Trolls, And Don't Blame The Marvels Director Nia DaCosta For The Film's Box Office	Crappy people online are throwing The Marvels director Nia DaCosta under the bus for the film&amp;#39;s disappointing box office, but that&amp;#39;s objectively inaccurate.	https://www.slashfilm.com/1445413/dont-blame-the-marvels-director-nia-dacosta-for-box-office/	2023-11-13T20:00:26Z	['the_marvels']
Disney+ Subscribers Have Embraced the Ad Tier	Rita Ferro, president of global advertising for Disney, is currently focused on next week’s rollout of the Disney+ ad-tier option for subscribers in Europe and beyond, as well as expanding the streamer’s advertising capabilities. But she did have an interesti…	https://gizmodo.com/disney-plus-subscribers-more-likely-to-choose-ad-tier-1850967238	2023-10-27T17:55:00Z	['the_marvels']
Walmart Will Have PS5 and 'Spider-Man 2' Bundles on Sale for $499	Walmart is taking an early grab at holiday shoppers looking for video game bargains this year by rolling out a solid deal on a PlayStation 5 bundled with Marvel’s Spider-Man 2. The console, game, and single controller will be on sale for $499. That’s $60 off …	https://lifehacker.com/walmart-will-have-ps5-and-spider-man-2-bundles-on-sale-1851000160	2023-11-07T21:00:00Z	['the_marvels']
The Marvels' First Reactions Are Here, and All Over the Place	"Image: Marvel Studios
The first impressions for The Marvels have hit the internet, and while for some the Marvel Studios flick that soars by the might of its trio of heroes, for others that chemistry is brought down by some wider issuesNia DaCosta’s The Marv…"	https://gizmodo.com/the-marvels-critic-reactions-reviews-mcu-brie-larson-1850996175	2023-11-08T05:10:00Z	['the_marvels']
The Nintendo Switch OLED and Xbox Series X are on sale with a $75 Dell gift card	The Nintendo Switch OLED and Xbox Series X are on sale at Dell. We also found deals on the Amazfit Band 7, the Nanoleaf Shapes Mini Triangles, and the iRobot Roomba i3 Plus Evo.	https://www.theverge.com/2023/11/10/23954803/nintendo-switch-oled-xbox-series-x-amazfit-band-7-deal-sale	2023-11-10T17:00:48Z	['the_marvels']
The Marvels Director Admits That MCU Continuity Is Getting Hard To Manage	At a certain point, even The Marvels director Nia DaCosta realized she had to give up trying to make the MCU film work as a standalone story.	https://www.slashfilm.com/1439295/the-marvels-director-admits-mcu-continuity-getting-hard-manage/	2023-11-06T18:00:11Z	['the_marvels']
Spider-Man 2 Is The Fastest-Selling PlayStation Studios Game Ever	Sony has proclaimed Spider-Man 2 is the fastest-selling PlayStation Studios game in the company’s history. The PlayStation 5 exclusive sold 2.5 million copies on launch day alone. Read more...	https://kotaku.com/spider-man-2-ps5-sales-record-1850949530	2023-10-23T14:15:00Z	['the_marvels']
Sony Playstation and Wheaties Release 'Marvel’s Spider-Man 2' Novelty Box	"Continuing the release of its limited edition cereal boxes, General Mills has now tapped Sony Playstation for a run of Spider-Man novelty boxes. The offering serves to celebrate the upcoming release of Marvel’s Spider-Man 2 on the Sony PlayStation 5.""As the B…"	https://hypebeast.com/2023/10/sony-playstation-wheaties-spider-man-2-novelty-box-release-info	2023-10-20T04:31:25Z	['the_marvels']
Kamala Khan Is The Future Of The MCU – And The Young Avengers May Be Next	The Marvels mixes no bones about giving Kamala Khan a critical role in the future of the Marvel Cinematic Universe, and yes, it seems to include Young Avengers.	https://www.slashfilm.com/1441964/kamala-khan-future-mcu-young-avengers/	2023-11-10T12:00:36Z	['the_marvels']
Daniel Radcliffe Addresses The Real Reason He Got Buff Amid Wolverine Rumors	The actor has been looking ripped, prompting fans to assume he’s gearing up to play Marvel's fast-healing mutant.	https://www.huffpost.com/entry/daniel-radcliffe-wolverine-rumors_n_653043bde4b0da897ab6852a	2023-10-19T00:53:12Z	['the_marvels']
Steam’s Scream sale has discounts on the best scary PC games out there	Through Nov. 2 at 10a.m. PT, you can save on all kinds of spooky PC games on Steam, including Resident Evil 4 and Inscryption.	https://www.polygon.com/deals/23933734/pc-gaming-deals-steam-halloween-sale	2023-10-26T20:57:58Z	['the_marvels']
The best MCU sequels, ranked	While The Marvels isn't one of them, the MCU has produced many great sequels over the years. DT ranks the 10 best Marvel sequels ever.	https://www.digitaltrends.com/movies/the-best-mcu-sequels-ranked/	2023-11-11T17:00:28Z	['the_marvels']
Share of the Week: Marvel’s Spider-Man 2 – Peter Parker	Last week, we asked you to share pictures of Peter Parker himself swinging through Marvel’s Spider-Man 2 using #PSshare #PSBlog. Here are this week’s highlights: shimo_ps shares Peter moving through the sky using the Web Wings gunpla_works shares Peter perche…	https://blog.playstation.com/2023/11/10/share-of-the-week-marvels-spider-man-2-peter-parker/	2023-11-10T17:00:29Z	['the_marvels']
Jacob Elordi Slams ‘The Kissing Booth’ Movies as ‘Ridiculous’ in New Interview: ‘You’re Dead Inside’	The ‘Priscilla’ star explained that the teen romance films are ‘not universal’ and referred to them as ‘an escape.’	https://hollywoodlife.com/2023/11/13/jacob-elordi-slams-the-kissing-booth-movies-as-ridiculous/	2023-11-13T21:05:00Z	['saltburn']
The Amazing Race Season 35 Streaming: Watch & Stream Online via Paramount Plus	Wondering where to watch and stream The Amazing Race Season 35 online? You have come to the right place. The 35th season of the reality competition series began airing on CBS on September 27, 2023, and revolves around 13 teams locked in a race around the worl…	https://www.comingsoon.net/guides/news/1394881-the-amazing-race-season-35-streaming-watch-stream-online-via-paramount-plus	2023-11-08T21:55:56Z	['saltburn']
Barry Keoghan, Jacob Elordi, & More Star in 'Saltburn' Trailer - Watch Now!	The official trailer for Saltburn is out now! After an initial teaser was released in August, MGM unveiled the two-and-a-half-minute-long official trailer for the film on Thursday (October 19). Keep reading to find out more… Starring Barry Keoghan and Jacob E…	https://www.justjared.com/2023/10/19/barry-keoghan-jacob-elordi-more-star-in-saltburn-trailer-watch-now/	2023-10-19T18:06:41Z	['saltburn']
Jacob Elordi Turned Down Auditioning for Superman: ‘That’s Too Dark for Me’	"""I like to make what I would watch, and I get very restless watching those movies,"" Elordi said of superhero films."	https://www.indiewire.com/news/general-news/jacob-elordi-turned-down-superman-script-1234925778/	2023-11-13T14:37:00Z	['saltburn']
Jacob Elordi slams ‘Kissing Booth’ franchise as ‘ridiculous’: You’re ‘dead inside’	"""I didn’t want to make those movies before I made those movies."" — Jacob Elordi"	https://nypost.com/2023/11/13/entertainment/jacob-elordi-slams-kissing-booth-franchise-as-ridiculous/	2023-11-13T16:43:01Z	['saltburn']
Teen dreams and adult nightmares in Sofia Coppola's 'Priscilla'	Dreamily gazing at the album covers of Elvis Presley was not, statistically speaking, a rare habit among American teen girls in the late 1950s and early ’60s. But for Priscilla Beaulieu, teenage fantasy became a strange and surreal reality.	https://www.hurriyetdailynews.com/teen-dreams-and-adult-nightmares-in-sofia-coppolas-priscilla-187408	2023-10-28T04:00:00Z	['saltburn']
Jacob Elordi Is the New King of Big Coat Season — See Photos	From vintage caps to Bottega bags, Jacob Elordi has fun with his menswear and his latest big coat look is perfect proof. See what the actor wore in NYC here.	https://www.teenvogue.com/story/jacob-elordi-new-king-of-big-coat-fall-2023	2023-10-26T13:03:49Z	['saltburn']
Sundance Wish List: 45 Films We Hope Will Premiere at the 2024 Festival	As we do every year, IndieWire has gone hunting for a list of possible premieres for the January festival. And, as is often the case, there are plenty of options to get excited about.	https://www.indiewire.com/features/general/sundance-wish-list-movies-2024-1234923787/	2023-11-09T17:00:00Z	['saltburn']
Full Trailer: Emerald Fennell’s “Saltburn”	The second trailer has been released for “Promising Young Woman” director Emerald Fennell’s highly anticipated second feature “Saltburn”. Set in the mid-2000s, Barry Keoghan stars as student Oliver Quick who is struggling to find his place at Oxford Universit…	https://www.darkhorizons.com/full-trailer-emerald-fennells-saltburn/	2023-10-19T21:06:09Z	['saltburn']
CIFF 2023: Table of Contents	A compilation of all of our reviews of this year's Chicago International Film Festival.	https://www.rogerebert.com/festivals/ciff-2023-table-of-contents	2023-10-27T03:29:22Z	['saltburn']
Haunted Hearts: A Wednesday Addams Inspired Editorial for Rock n Roll Bride Magazine	It wouldn’t have been a spooky themed issue without a suitably gothic editorial. For our cover shoot in our Sept/Oct edition, we used two models so we could show both the light and dark side – and we think the interplay and contrast between black and white re…	https://www.rocknrollbride.com/2023/11/haunted-hearts-a-wednesday-addams-inspired-editorial-for-rock-n-roll-bride-magazine/	2023-11-09T08:00:00Z	['saltburn']
Emerald Fennell on the ‘Saltburn’ Scene Everyone Will Be Talking About	The writer, director and actor discusses her new film, working with Barry Keoghan and the seductiveness of Oxford. #barrykeoghan #oxford	https://biztoc.com/x/c8f8f1ab417ac4f6	2023-11-10T00:40:07Z	['saltburn']
Regal Crown Club® Saltburn Trip to LA Sweepstakes (email) 12-8-23	"https://www.regmovies.com/static/en/us/legal/saltburn-trip-to-la-sweepstakes-rules 
 
ends at 11:59 p.m. Eastern Time on December 8, 2023 
 
The Sweepstakes is open only to legal residents of the 50 U ..."	https://slickdeals.net/f/17053969-regal-crown-club-saltburn-trip-to-la-sweepstakes-email-12-8-23	2023-11-11T16:22:58Z	['saltburn']
Masters Of The Air Cast & Real Life Character Guide	Masters of the Air is the long-awaited WWII series from Steven Spielberg and Tom Hanks that has cast a staggering amount of notable actors.	https://screenrant.com/masters-of-the-air-show-cast-real-characters/	2023-11-09T15:30:20Z	['saltburn']
Death of a Unicorne: Paul Rudd, Jenna Ortega star in A24/Ari Aster production with a John Carpenter score	"Ari Aster executive produces and John Carpenter provides the score for A24's dark comedy Death of a Unicorne, starring Paul Rudd, Jenna Ortega
The post Death of a Unicorne: Paul Rudd, Jenna Ortega star in A24/Ari Aster production with a John Carpenter score a…"	https://www.joblo.com/death-of-a-unicorne/	2023-11-01T14:21:58Z	['saltburn']
Watch the Haunting Full-Length Trailer for Jacob Elordi's 'Saltburn'	Warner Bros. has released the official full-length trailer for its upcoming thriller Saltburn. Starring Euphoria's Jacob Elordi and Irish actor Barry Keoghan, the film is based in a British suburban town, following an eccentric tale of friendship and luxury. …	https://hypebeast.com/2023/10/warner-bros-jacob-elordi-saltburn-trailer-release-info	2023-10-20T09:55:31Z	['saltburn']
Weekend Box Office: The Marvels bombs	"Box Office: 'The Marvels' Misfires With $47 Million, Lowest MCU Opening Weekend of All Time https://t.co/zVOUZMETVg
— Variety (@Variety) November 12, 2023The Marvels may have nabbed top spot at the box office this weekend, but that point is the only good thi…"	https://ohnotheydidnt.livejournal.com/127221213.html	2023-11-12T17:25:05Z	['saltburn']
Saltburn treads the line between goofy and gilded in first full-length trailer	Can you think of anything more off-putting than a bunch of rich, over-dressed weirdos singing bad Fl0-Rida karaoke? While director Emerald Fennell certainly can, she does leave audiences with this genuine nightmare as a stand-in for just how out-of-touch—and …	https://www.avclub.com/saltburn-jacob-elordi-barry-keoghan-trailer-1850941844	2023-10-19T18:17:00Z	['saltburn']
Jacob Elordi Is Dressing Like a Classic Leading Man Now	While promoting his juicy new role in 'Priscilla,' the actor has been channeling retro Hollywood chic.	https://www.gq.com/story/jacob-elordi-priscilla-classic-menswear	2023-10-25T21:04:58Z	['saltburn']
Emilia Clarke, Jenna Ortega and Alessia Russo win at Women of the Year awards	Actresses Emilia Clarke and Jenna Ortega were among the winners at this year's Harper's Bazaar Women of the Year Awards.	https://news.sky.com/story/emilia-clarke-jenna-ortega-and-alessia-russo-win-at-women-of-the-year-awards-13003266	2023-11-08T10:39:00Z	['saltburn']
Saltburn trailer: Barry Keoghan infiltrates a world of sinful aristocrats in Emerald Fennell’s Gothic thriller	"Emerald Fennell's Saltburn trailer invites audiences into a sprawling manor filled with eccentric family members who feed on sin and secrets.
The post Saltburn trailer: Barry Keoghan infiltrates a world of sinful aristocrats in Emerald Fennell’s Gothic thrill…"	https://www.joblo.com/saltburn-trailer-emerald-fennell/	2023-10-19T15:49:59Z	['saltburn']
A24’s ‘Death Of A Unicorne’ Adds Richard E. Grant, Téa Leoni, Will Poulter, Anthony Carrigan, Sunita Mani & More; Paul Rudd And Jenna Ortega Set To Star	A24 has wrapped production on Death of a Unicorne, its new film starring Paul Rudd (Ant-Man franchise) and Jenna Ortega (Wednesday) that has been at the center of the online rumor mill for months. Others officially set to join the duo as part of the ensemble …	https://biztoc.com/x/22d435e4e7e15ae3	2023-11-01T13:06:19Z	['saltburn']
"Saltburn: Early 2000s Setting Had The Effect Of ""Humanising Everyone"""	"No one think about the fact that we are approaching the point where a film taking place in the early 2000s could be considered a ""period piece,"" we're going to just breeze right by that and move on. Saltburn is a film that leans into its period and takes adva…"	https://bleedingcool.com/movies/saltburn-early-2000s-setting-had-the-effect-of-humanising-everyone/	2023-10-28T19:17:08Z	['saltburn']
The Amazing Race Season 32 Streaming: Watch & Stream Online via Paramount Plus & Hulu	If you are curious to know where to watch and stream The Amazing Race Season 32 online, you have come to the right place. The 32nd season has 12 episodes that aired between October 14, 2020, and December 16, 2020. The season revolves around 11 teams as they t…	https://www.comingsoon.net/guides/news/1395144-the-amazing-race-season-32-streaming-watch-stream-online-via-paramount-plus-hulu	2023-11-08T21:46:38Z	['saltburn']
Disney Star Turned OnlyFans Creator + Memoir About Being Gay & Chinese + Pulse Will Be Bought By City Of Orlando + MORE! — 12-PACK	Disney Star Turned OnlyFans Creator + Memoir About Being Gay & Chinese + Pulse Will Be Bought By City Of Orlando + MORE! — 12-PACK	https://www.boyculture.com/boy_culture/2023/10/above-a-terrific-speech-by-president-biden-below.html	2023-10-20T10:45:00Z	['saltburn']
